0,{0},9,11,0,0,5.5
20,{0},9,141,1,0,160.5
40,{0},9,271,1,0,225.5
60,{0},9,431,1,0,305.5
80,{0},9,681,1,1,440.5
100,{0},9,1156,1,2,688.0
120,{0},9,1841,1,2,1030.5
140,{0},9,2821,1,2,1520.5
160,{0},9,3416,1,2,1818.0
180,{0},9,3916,1,2,2068.0
200,{0},9,4651,1,2,2435.5
220,{0},9,5136,1,2,2678.0
240,{0},9,5726,1,2,2973.0
260,{0},9,6296,1,2,3258.0
280,{0},9,7116,1,2,3668.0
300,{0},9,8056,1,2,4138.0
320,{0},9,8541,1,2,4380.5
340,{0},9,9411,1,2,4815.5
360,{0},9,9946,1,2,5083.0
380,{0},9,10521,1,2,5370.5
400,{0},9,11121,1,3,5680.5
420,{0},9,11806,1,3,6023.0
440,{0},9,12841,1,3,6540.5
460,{0},9,13861,1,3,7050.5
480,{0},9,14541,1,3,7390.5
500,{0},9,15131,1,3,7685.5
520,{0},9,15971,1,3,8105.5
540,{0},9,16616,1,3,8428.0
560,{0},9,17366,1,3,8803.0
580,{0},9,18511,1,3,9375.5
600,{0},9,19356,1,3,9798.0
620,{0},9,19961,1,3,10100.5
640,{0},9,20806,1,3,10523.0
660,{0},9,21566,1,4,10913.0
680,{0},9,23271,1,4,11765.5
700,{0},9,24751,1,5,12515.5
720,{0},9,26166,1,5,13223.0
740,{0},9,27821,1,5,14050.5
760,{0},9,29451,1,5,14865.5
780,{0},9,30656,2,5,15558.0
800,{0},9,32401,2,5,16430.5
820,{0},9,33881,2,5,17170.5
840,{0},9,35411,2,5,17935.5
860,{0},9,36271,2,5,18365.5
880,{0},9,37251,2,5,18855.5
900,{0},9,38396,2,5,19428.0
920,{0},9,40111,2,5,20285.5
940,{0},9,41671,2,6,21075.5
960,{0},9,43366,2,6,21923.0
980,{0},9,44916,2,6,22698.0
1000,{0},9,46006,2,6,23243.0
1020,{0},9,47271,2,6,23875.5
1040,{0},9,49766,2,6,25123.0
1060,{0},9,51801,2,6,26140.5
1080,{0},9,53656,2,6,27068.0
1100,{0},9,55936,2,7,28218.0
1120,{0},9,57996,2,7,29248.0
1140,{0},9,60066,2,8,30293.0
1160,{0},9,62411,2,8,31465.5
1180,{0},9,64886,2,8,32703.0
1200,{0},9,67026,2,8,33773.0
1220,{0},9,68556,2,8,34538.0
1240,{0},9,71236,2,8,35878.0
1260,{0},9,73531,2,8,37025.5
1280,{0},9,76176,2,8,38348.0
1300,{0},9,78721,2,8,39620.5
1320,{0},9,81421,2,8,40970.5
1340,{0},9,84081,2,8,42300.5
1360,{0},9,86756,2,8,43638.0
1380,{0},9,89231,2,8,44875.5
1400,{0},9,92261,2,8,46390.5
1420,{0},9,95111,2,8,47815.5
1440,{0},9,97456,2,9,48998.0
1460,{0},9,99601,2,9,50070.5
1480,{0},9,102106,2,9,51323.0
1500,{0},9,105016,2,9,52778.0
1520,{0},9,106191,3,9,53455.5
1540,{0},9,108171,3,9,54445.5
1560,{0},9,110501,3,9,55610.5
1580,{0},9,112906,3,9,56813.0
1600,{0},9,116266,3,9,58493.0
1620,{0},9,118601,3,9,59660.5
1640,{0},9,120166,3,9,60443.0
1660,{0},9,123251,3,10,61995.5
1680,{0},9,126971,3,10,63855.5
1700,{0},9,129676,3,11,65218.0
1720,{0},9,133111,3,11,66935.5
1740,{0},9,136591,3,11,68675.5
1760,{0},9,140301,3,12,70540.5
1780,{0},9,142926,3,12,71853.0
1800,{0},9,144981,3,12,72880.5
1820,{0},9,147506,3,12,74143.0
1840,{0},9,150751,3,12,75765.5
1860,{0},9,154171,3,12,77475.5
1880,{0},9,157611,3,12,79195.5
1900,{0},9,160146,3,12,80463.0
1920,{0},9,162601,3,12,81690.5
