0,{3},12,6,0,0,3.0
20,{3},12,26,0,0,13.0
40,{3},12,46,0,0,23.0
60,{3},12,206,0,0,103.0
80,{3},12,366,0,0,183.0
100,{3},12,506,0,0,253.0
120,{3},12,706,0,0,353.0
140,{3},12,766,0,0,383.0
160,{3},12,896,0,0,448.0
180,{3},12,1036,0,0,518.0
200,{3},12,1166,1,0,673.0
220,{3},12,1416,1,1,808.0
240,{3},12,1986,1,1,1093.0
260,{3},12,2376,1,1,1288.0
280,{3},12,3006,1,1,1603.0
300,{3},12,3366,1,2,1793.0
320,{3},12,3866,1,2,2043.0
340,{3},12,4366,1,2,2293.0
360,{3},12,4856,1,2,2538.0
380,{3},12,5666,1,2,2943.0
400,{3},12,6336,1,2,3278.0
420,{3},12,6866,1,2,3543.0
440,{3},12,7465,1,2,3842.5
460,{3},12,8005,1,2,4112.5
480,{3},12,8515,1,3,4377.5
500,{3},12,8965,1,3,4602.5
520,{3},12,9465,1,3,4852.5
540,{3},12,10005,1,3,5122.5
560,{3},12,10435,1,3,5337.5
580,{3},12,10955,1,4,5607.5
600,{3},12,11715,1,4,5987.5
620,{3},12,12645,1,4,6452.5
640,{3},12,13615,1,4,6937.5
660,{3},12,14505,1,4,7382.5
680,{3},12,15205,1,4,7732.5
700,{3},12,16055,1,4,8157.5
720,{3},12,17035,1,4,8647.5
740,{3},12,18095,1,4,9177.5
760,{3},12,18905,1,4,9582.5
780,{3},12,19385,1,4,9822.5
800,{3},12,20085,1,4,10172.5
820,{3},12,21015,1,4,10637.5
840,{3},12,21815,1,4,11037.5
860,{3},12,22915,1,4,11587.5
880,{3},12,23765,1,4,12012.5
900,{3},12,24705,1,4,12482.5
920,{3},12,25465,1,4,12862.5
940,{3},12,26235,1,4,13247.5
960,{3},12,27145,1,4,13702.5
980,{3},12,28405,1,4,14332.5
1000,{3},12,29585,1,4,14922.5
1020,{3},12,30275,1,4,15267.5
1040,{3},12,30915,1,4,15587.5
1060,{3},12,31275,1,4,15767.5
1080,{3},12,32435,1,4,16347.5
1100,{3},12,33335,1,4,16797.5
1120,{3},12,34285,1,4,17272.5
1140,{3},12,34985,1,4,17622.5
1160,{3},12,35795,1,4,18027.5
1180,{3},12,36735,1,4,18497.5
1200,{3},12,37655,1,4,18957.5
1220,{3},12,38275,1,4,19267.5
1240,{3},12,38695,1,4,19477.5
1260,{3},12,39215,1,4,19737.5
1280,{3},12,39955,1,4,20107.5
1300,{3},12,40235,1,4,20247.5
1320,{3},12,40255,1,4,20257.5
1340,{3},12,40275,1,4,20267.5
1360,{3},12,40295,1,4,20277.5
1380,{3},12,40315,1,4,20287.5
1400,{3},12,40335,1,4,20297.5
1420,{3},12,40355,1,4,20307.5
1440,{3},12,40375,1,4,20317.5
1460,{3},12,40395,1,4,20327.5
1480,{3},12,40415,1,4,20337.5
1500,{3},12,40685,1,5,20482.5
1520,{3},12,40905,1,5,20592.5
1540,{3},12,41415,1,5,20847.5
1560,{3},12,41915,1,5,21097.5
1580,{3},12,42355,1,5,21317.5
1600,{3},12,42925,1,5,21602.5
1620,{3},12,43395,1,5,21837.5
1640,{3},12,43815,1,5,22047.5
1660,{3},12,44275,1,5,22277.5
1680,{3},12,44805,1,5,22542.5
1700,{3},12,45285,1,5,22782.5
1720,{3},12,45495,1,5,22887.5
1740,{3},12,44385,1,5,22332.5
1760,{3},12,43125,1,5,21702.5
1780,{3},12,41755,1,5,21017.5
1800,{3},12,40375,2,5,20417.5
1820,{3},12,41065,2,5,20762.5
1840,{3},12,41835,2,5,21147.5
1860,{3},12,42145,2,5,21302.5
1880,{3},12,42425,2,5,21442.5
1900,{3},12,42925,2,6,21702.5
1920,{3},12,43275,2,6,21877.5
1940,{3},12,43635,2,6,22057.5
1960,{3},12,44090,2,6,22285.0
1980,{3},12,44700,2,6,22590.0
2000,{3},12,44970,2,6,22725.0
2020,{3},12,45335,2,6,22907.5
2040,{3},12,46270,2,7,23385.0
2060,{3},12,47815,2,7,24157.5
2080,{3},12,48910,2,7,24705.0
2100,{3},12,49715,2,7,25107.5
2120,{3},12,50540,2,7,25520.0
2140,{3},12,51600,2,7,26050.0
2160,{3},12,52265,2,7,26382.5
2180,{3},12,53010,2,7,26755.0
2200,{3},12,54115,2,7,27307.5
2220,{3},12,55250,2,7,27875.0
2240,{3},12,56015,2,7,28257.5
2260,{3},12,56590,2,7,28545.0
2280,{3},12,57070,2,7,28785.0
2300,{3},12,57900,2,7,29200.0
2320,{3},12,58650,2,7,29575.0
2340,{3},12,60145,2,7,30322.5
2360,{3},12,61290,2,7,30895.0
2380,{3},12,62780,2,7,31640.0
2400,{3},12,64340,2,7,32420.0
2420,{3},12,65815,2,7,33157.5
2440,{3},12,67625,2,7,34062.5
2460,{3},12,69115,2,7,34807.5
2480,{3},12,70685,2,7,35592.5
2500,{3},12,72190,2,7,36345.0
2520,{3},12,73230,2,7,36865.0
2540,{3},12,74650,2,7,37575.0
2560,{3},12,75795,2,7,38147.5
2580,{3},12,77160,2,7,38830.0
2600,{3},12,78455,2,7,39477.5
2620,{3},12,79490,2,7,39995.0
2640,{3},12,80555,2,8,40537.5
2660,{3},12,82360,2,8,41440.0
2680,{3},12,84745,2,9,42642.5
2700,{3},12,84145,3,9,42432.5
2720,{3},12,85835,3,9,43277.5
2740,{3},12,88365,3,10,44552.5
2760,{3},12,90900,3,10,45820.0
2780,{3},12,92880,3,10,46810.0
2800,{3},12,94515,3,10,47627.5
2820,{3},12,95995,3,10,48367.5
2840,{3},12,97290,3,10,49015.0
2860,{3},12,99250,3,10,49995.0
2880,{3},12,101060,3,10,50900.0
2900,{3},12,103290,3,10,52015.0
2920,{3},12,105765,3,10,53252.5
2940,{3},12,107445,3,10,54092.5
2960,{3},12,109640,3,10,55190.0
2980,{3},12,112210,3,10,56475.0
3000,{3},12,114410,3,10,57575.0
3020,{3},12,116335,3,10,58537.5
3040,{3},12,118345,3,10,59542.5
3060,{3},12,119660,3,10,60200.0
3080,{3},12,121020,3,11,60890.0
3100,{3},12,122550,3,11,61655.0
3120,{3},12,124135,3,12,62457.5
3140,{3},12,125090,3,12,62935.0
3160,{3},12,126675,3,13,63737.5
3180,{3},12,128725,3,13,64762.5
3200,{3},12,130895,3,13,65847.5
3220,{3},12,133420,3,13,67110.0
3240,{3},12,133085,4,13,67032.5
3260,{3},12,135015,4,13,67997.5
3280,{3},12,137330,4,13,69155.0
3300,{3},12,140125,4,13,70552.5
3320,{3},12,142145,4,13,71562.5
3340,{3},12,143840,4,14,72420.0
3360,{3},12,145765,4,14,73382.5
3380,{3},12,148135,4,14,74567.5
3400,{3},12,151165,4,14,76082.5
3420,{3},12,154160,4,14,77580.0
3440,{3},12,156960,4,14,78980.0
3460,{3},12,159895,4,14,80447.5
3480,{3},12,162545,4,14,81772.5
3500,{3},12,164905,4,14,82952.5
3520,{3},12,167635,4,15,84327.5
3540,{3},12,170100,4,15,85560.0
3560,{3},12,172640,4,15,86830.0
3580,{3},12,175385,4,15,88202.5
3600,{3},12,177770,4,15,89395.0
3620,{3},12,180100,4,15,90560.0
3640,{3},12,182860,4,15,91940.0
3660,{3},12,185365,4,15,93192.5
3680,{3},12,187230,4,15,94125.0
3700,{3},12,189025,4,15,95022.5
3720,{3},12,191440,4,15,96230.0
3740,{3},12,193435,4,15,97227.5
3760,{3},12,196090,4,15,98555.0
3780,{3},12,198470,4,15,99745.0
3800,{3},12,200450,4,15,100735.0
3820,{3},12,202560,4,15,101790.0
3840,{3},12,204535,4,15,102777.5
3860,{3},12,206890,4,15,103955.0
3880,{3},12,209650,4,15,105335.0
3900,{3},12,213075,4,15,107047.5
3920,{3},12,215920,4,15,108470.0
3940,{3},12,218135,4,15,109577.5
3960,{3},12,219565,4,15,110292.5
3980,{3},12,221205,4,15,111112.5
4000,{3},12,222755,4,15,111887.5
4020,{3},12,224235,4,15,112627.5
4040,{3},12,225655,4,15,113337.5
4060,{3},12,227130,4,15,114075.0
4080,{3},12,228575,4,15,114797.5
4100,{3},12,230460,4,15,115740.0
4120,{3},12,232740,4,15,116880.0
4140,{3},12,234600,4,15,117810.0
4160,{3},12,236930,4,15,118975.0
4180,{3},12,240030,4,16,120535.0
4200,{3},12,242425,4,16,121732.5
4220,{3},12,245305,4,16,123172.5
4240,{3},12,248200,4,16,124620.0
4260,{3},12,251020,4,16,126030.0
4280,{3},12,254435,4,16,127737.5
4300,{3},12,258040,4,16,129540.0
4320,{3},12,260710,4,16,130875.0
4340,{3},12,262725,4,16,131882.5
4360,{3},12,265555,4,16,133297.5
4380,{3},12,267645,4,16,134342.5
