0 , 2 , 11 , 11 , 0 , 0 , 11
20 , 2 , 11 , 41 , 0 , 0 , 41
40 , 2 , 11 , 91 , 0 , 0 , 91
60 , 2 , 11 , 171 , 0 , 0 , 171
80 , 2 , 11 , 581 , 0 , 0 , 581
100 , 2 , 11 , 811 , 0 , 0 , 811
120 , 2 , 11 , 761 , 0 , 0 , 761
140 , 2 , 11 , 1141 , 0 , 0 , 1141
160 , 2 , 11 , 1351 , 0 , 0 , 1351
180 , 2 , 11 , 1641 , 0 , 0 , 1641
200 , 2 , 11 , 1391 , 1 , 0 , 1491
220 , 2 , 11 , 1601 , 1 , 0 , 1701
240 , 2 , 11 , 1791 , 1 , 1 , 1916
260 , 2 , 11 , 2306 , 1 , 1 , 2431
280 , 2 , 11 , 2936 , 1 , 1 , 3061
300 , 2 , 11 , 3991 , 1 , 1 , 4116
320 , 2 , 11 , 4436 , 1 , 1 , 4561
340 , 2 , 11 , 4701 , 1 , 1 , 4826
360 , 2 , 11 , 5351 , 1 , 1 , 5476
380 , 2 , 11 , 6291 , 1 , 1 , 6416
400 , 2 , 11 , 7491 , 1 , 1 , 7616
420 , 2 , 11 , 8371 , 1 , 1 , 8496
440 , 2 , 11 , 9106 , 1 , 1 , 9231
460 , 2 , 11 , 9791 , 1 , 1 , 9916
480 , 2 , 11 , 10021 , 1 , 1 , 10146
500 , 2 , 11 , 10146 , 1 , 1 , 10271
520 , 2 , 11 , 10481 , 1 , 1 , 10606
540 , 2 , 11 , 10881 , 1 , 1 , 11006
560 , 2 , 11 , 11281 , 1 , 1 , 11406
580 , 2 , 11 , 11826 , 1 , 1 , 11951
600 , 2 , 11 , 12681 , 1 , 1 , 12806
620 , 2 , 11 , 12941 , 1 , 1 , 13066
640 , 2 , 11 , 13551 , 1 , 1 , 13676
660 , 2 , 11 , 14096 , 1 , 1 , 14221
680 , 2 , 11 , 15166 , 1 , 1 , 15291
700 , 2 , 11 , 16121 , 1 , 1 , 16246
720 , 2 , 11 , 16996 , 1 , 1 , 17121
740 , 2 , 11 , 17581 , 1 , 1 , 17706
760 , 2 , 11 , 18216 , 1 , 1 , 18341
780 , 2 , 11 , 19071 , 1 , 1 , 19196
800 , 2 , 11 , 20411 , 1 , 1 , 20536
820 , 2 , 11 , 21461 , 1 , 1 , 21586
840 , 2 , 11 , 21886 , 1 , 1 , 22011
860 , 2 , 11 , 22536 , 1 , 1 , 22661
880 , 2 , 11 , 22856 , 1 , 1 , 22981
900 , 2 , 11 , 23116 , 1 , 1 , 23241
920 , 2 , 11 , 23151 , 1 , 1 , 23276
940 , 2 , 11 , 23216 , 1 , 1 , 23341
960 , 2 , 11 , 23536 , 1 , 1 , 23661
980 , 2 , 11 , 23991 , 1 , 1 , 24116
1000 , 2 , 11 , 24386 , 1 , 1 , 24511
1020 , 2 , 11 , 24976 , 1 , 1 , 25101
1040 , 2 , 11 , 25341 , 1 , 1 , 25466
1060 , 2 , 11 , 25841 , 1 , 1 , 25966
1080 , 2 , 11 , 26611 , 1 , 1 , 26736
1100 , 2 , 11 , 26991 , 1 , 1 , 27116
1120 , 2 , 11 , 27386 , 1 , 1 , 27511
1140 , 2 , 11 , 28141 , 1 , 1 , 28266
1160 , 2 , 11 , 28461 , 1 , 1 , 28586
1180 , 2 , 11 , 28856 , 1 , 1 , 28981
1200 , 2 , 11 , 29431 , 1 , 1 , 29556
1220 , 2 , 11 , 29811 , 1 , 1 , 29936
1240 , 2 , 11 , 30056 , 1 , 1 , 30181
1260 , 2 , 11 , 30646 , 1 , 1 , 30771
1280 , 2 , 11 , 31266 , 1 , 1 , 31391
1300 , 2 , 11 , 31631 , 1 , 1 , 31756
1320 , 2 , 11 , 31906 , 1 , 1 , 32031
1340 , 2 , 11 , 32061 , 1 , 1 , 32186
1360 , 2 , 11 , 32246 , 1 , 2 , 32396
1380 , 2 , 11 , 32976 , 1 , 2 , 33126
1400 , 2 , 11 , 33706 , 1 , 2 , 33856
1420 , 2 , 11 , 34821 , 1 , 3 , 34996
1440 , 2 , 11 , 36341 , 1 , 3 , 36516
1460 , 2 , 11 , 37086 , 1 , 3 , 37261
1480 , 2 , 11 , 38336 , 1 , 3 , 38511
1500 , 2 , 11 , 39271 , 1 , 3 , 39446
1520 , 2 , 11 , 40116 , 1 , 3 , 40291
