0,0,0,20,0
20,0,0,36,0
40,0,0,80,0
60,0,0,80,0
80,0,0,80,0
100,0,0,80,0
120,0,0,80,1
140,0,0,80,1
160,0,0,80,1
180,0,0,80,1
200,0,0,88,2
220,0,0,110,2
240,0,0,110,2
260,0,0,110,2
280,0,0,110,2
300,0,0,110,3
320,0,0,110,3
340,0,0,111,2
360,0,0,111,2
380,0,0,111,2
400,0,0,111,2
420,0,0,111,2
440,1,0,111,2
460,0,0,112,2
480,0,0,112,2
500,0,0,120,2
520,0,0,142,2
540,0,0,142,3
560,0,0,142,3
580,0,0,143,2
600,0,0,143,3
620,0,0,143,4
640,0,0,144,3
660,0,0,145,2
680,0,0,145,2
700,0,0,145,2
720,0,0,145,2
740,0,0,145,2
760,0,0,145,2
780,0,0,159,2
800,0,0,173,2
820,0,0,175,3
840,0,0,154,3
860,0,0,156,2
880,0,0,155,2
900,0,0,155,2
920,0,0,154,3
940,0,0,156,3
960,0,0,156,3
980,0,0,156,3
1000,0,0,157,3
1020,0,0,157,2
1040,0,0,157,2
1060,0,0,158,2
1080,0,0,158,3
1100,0,0,158,3
1120,0,0,156,3
1140,0,0,158,3
1160,0,0,158,3
1180,0,0,157,4
1200,0,0,158,4
1220,0,0,158,4
1240,0,0,158,4
1260,0,0,158,6
1280,0,0,158,6
1300,0,0,169,6
1320,0,0,186,6
1340,0,0,187,6
1360,0,0,189,5
1380,0,0,188,5
1400,0,0,189,6
1420,0,0,189,6
1440,0,0,188,6
1460,0,0,188,5
1480,0,0,190,5
1500,0,0,190,5
1520,0,0,197,5
1540,0,0,212,5
1560,0,0,220,5
1580,0,0,219,5
1600,0,0,220,5
1620,0,0,220,5
1640,0,0,217,5
1660,0,0,220,5
1680,0,0,219,6
1700,0,0,219,7
1720,0,0,209,7
1740,0,0,220,7
1760,0,0,218,6
1780,0,0,220,6
1800,0,0,241,7
1820,0,0,270,7
1840,0,0,279,7
1860,0,0,280,8
1880,0,0,281,8
1900,0,0,281,8
1920,0,0,280,7
1940,0,0,281,7
1960,0,0,281,7
1980,0,0,282,6
2000,0,0,282,5
2020,2,1,292,4
2040,13,1,292,4
2060,16,3,294,4
2080,28,4,286,4
2100,52,5,257,3
2120,67,5,230,3
2140,89,7,207,3
2160,87,9,196,3
2180,82,11,212,3
2200,53,7,231,3
2220,56,8,228,3
2240,33,9,265,2
2260,26,11,287,2
2280,21,11,278,2
2300,23,10,285,2
2320,27,10,286,2
2340,13,9,292,2
2360,6,9,296,2
2380,4,9,300,2
2400,11,9,293,3
2420,11,9,306,3
2440,19,8,315,3
2460,45,11,300,3
2480,42,12,284,4
2500,34,12,283,4
2520,39,12,270,4
2540,25,12,297,3
2560,33,12,305,4
2580,46,9,293,4
2600,27,9,312,4
2620,18,9,326,4
2640,29,9,309,5
2660,21,9,318,5
2680,34,9,302,5
2700,23,8,320,6
2720,28,9,318,6
2740,21,9,334,6
2760,13,9,342,6
2780,11,10,346,6
2800,9,10,352,7
2820,14,11,356,7
2840,8,14,356,7
2860,15,14,353,7
2880,13,17,359,7
2900,6,17,364,8
2920,1,17,377,8
2940,5,17,374,9
2960,15,18,365,9
2980,17,18,356,10
3000,32,18,345,10
3020,48,20,329,10
3040,50,16,333,10
3060,38,17,340,9
3080,38,16,332,10
3100,49,17,333,9
3120,43,20,345,9
3140,50,22,350,10
3160,47,23,338,10
3180,33,23,359,10
3200,28,23,374,10
3220,43,24,368,9
3240,43,25,380,8
3260,30,24,408,8
3280,30,25,426,10
3300,13,27,449,10
3320,12,24,450,9
3340,1,24,471,10
3360,1,22,463,10
3380,0,20,473,10
3400,0,18,473,10
3420,0,18,476,9
3440,0,18,472,9
3460,0,14,475,9
3480,0,14,472,8
3500,0,14,472,8
3520,0,14,487,9
3540,0,11,494,8
3560,0,11,494,8
3580,0,10,498,8
3600,0,10,510,8
3620,0,10,508,9
3640,0,10,509,9
3660,0,8,510,9
3680,0,8,510,9
3700,0,8,503,9
3720,0,8,498,8
3740,0,8,496,7
3760,0,6,510,8
3780,0,6,507,8
3800,0,6,509,8
3820,0,6,511,7
3840,0,6,525,7
3860,0,6,532,8
3880,0,6,535,8
3900,0,6,540,9
3920,0,6,539,8
3940,0,6,538,8
3960,0,5,538,8
3980,0,5,524,8
4000,0,4,531,8
4020,0,3,538,8
4040,0,3,537,9
4060,0,3,543,9
4080,0,3,567,9
4100,0,1,578,9
4120,0,1,594,7
4140,0,1,596,7
4160,0,0,599,7
4180,0,0,593,6
4200,0,0,599,6
4220,0,0,601,7
4240,0,0,602,8
4260,0,0,607,8
4280,0,0,605,8
4300,0,0,601,9
4320,0,0,605,8
4340,0,0,607,8
4360,0,0,607,8
4380,0,0,596,7
4400,0,0,603,7
4420,0,0,609,7
4440,0,0,602,7
4460,0,0,608,6
4480,0,0,612,6
4500,0,0,618,7
4520,0,0,619,7
4540,0,0,617,8
4560,0,0,626,8
4580,0,0,630,8
4600,0,0,626,8
4620,0,0,626,8
4640,0,0,631,8
4660,0,0,632,8
4680,0,0,626,8
4700,0,0,627,7
4720,0,0,631,7
4740,0,0,618,7
4760,0,0,622,8
