0,3,12,10,0,0,5.0
20,3,12,70,0,0,35.0
40,3,12,170,0,0,85.0
60,3,12,340,0,0,170.0
80,3,12,390,0,0,195.0
100,3,12,540,0,0,270.0
120,3,12,610,0,0,305.0
140,3,12,780,0,0,390.0
160,3,12,420,1,1,310.0
180,3,12,440,1,1,320.0
200,3,12,440,1,1,320.0
220,3,12,620,1,1,410.0
240,3,12,900,1,1,550.0
260,3,12,1060,1,1,630.0
280,3,12,1250,1,1,725.0
300,3,12,1310,1,1,755.0
320,3,12,1350,1,1,775.0
340,3,12,1390,1,1,795.0
360,3,12,1500,1,1,850.0
380,3,12,1970,1,2,1095.0
400,3,12,2680,1,2,1450.0
420,3,12,3040,1,2,1630.0
440,3,12,3790,1,2,2005.0
460,3,12,4710,1,2,2465.0
480,3,12,5530,1,2,2875.0
500,3,12,5860,1,2,3040.0
520,3,12,6120,1,2,3170.0
540,3,12,6310,1,2,3265.0
560,3,12,6870,1,2,3545.0
580,3,12,7710,1,2,3965.0
600,3,12,8110,1,2,4165.0
620,3,12,8470,1,3,4355.0
640,3,12,9100,1,3,4670.0
660,3,12,10130,1,3,5185.0
680,3,12,11000,1,3,5620.0
700,3,12,11610,1,4,5935.0
720,3,12,12930,1,4,6595.0
740,3,12,14100,1,4,7180.0
760,3,12,15140,1,4,7700.0
780,3,12,15880,1,4,8070.0
800,3,12,16330,1,4,8295.0
820,3,12,16930,1,4,8595.0
840,3,12,17890,1,4,9075.0
860,3,12,18710,1,4,9485.0
880,3,12,19540,1,4,9900.0
900,3,12,20280,1,4,10270.0
920,3,12,21030,1,4,10645.0
940,3,12,22160,1,4,11210.0
960,3,12,23430,1,4,11845.0
980,3,12,24230,1,4,12245.0
1000,3,12,24590,1,4,12425.0
1020,3,12,25390,1,5,12835.0
1040,3,12,22840,2,5,11650.0
1060,3,12,22840,2,5,11650.0
1080,3,12,22840,2,5,11650.0
1100,3,12,22840,2,5,11650.0
1120,3,12,22840,2,5,11650.0
1140,3,12,22840,2,5,11650.0
1160,3,12,22840,2,5,11650.0
1180,3,12,22840,2,5,11650.0
