0,0,0,20,0
20,0,0,20,0
40,0,0,20,0
60,0,0,20,0
80,0,0,20,0
100,0,0,20,0
120,0,0,26,0
140,0,0,28,0
160,0,0,35,0
180,0,0,45,0
200,0,0,52,0
220,0,0,61,0
240,0,0,68,0
260,0,0,70,0
280,0,0,80,0
300,0,0,89,0
320,0,0,94,0
340,0,0,100,0
360,0,0,100,0
380,0,0,99,0
400,0,0,98,0
420,0,0,107,0
440,0,0,121,0
460,0,0,120,1
480,0,0,119,0
500,0,0,124,0
520,0,0,126,0
540,0,0,126,2
560,0,0,127,2
580,0,0,133,2
600,0,0,134,2
620,0,0,127,2
640,0,0,130,3
660,0,0,128,3
680,0,0,128,3
700,0,0,129,4
720,0,0,128,5
740,0,0,131,5
760,0,0,129,6
780,0,0,135,6
800,0,0,139,7
820,0,0,144,7
840,0,0,126,6
860,0,0,126,6
880,0,0,131,6
900,0,0,137,6
920,0,0,136,6
940,0,0,133,5
960,0,0,143,5
980,0,0,142,5
1000,0,0,154,5
1020,0,0,141,5
1040,0,0,144,5
1060,0,0,153,5
1080,0,0,152,5
1100,0,0,158,6
1120,2,0,162,6
1140,4,2,160,6
1160,4,2,155,6
1180,4,4,151,6
1200,4,4,146,6
1220,11,4,141,6
1240,10,4,143,6
1260,8,4,142,6
1280,3,4,147,6
1300,2,4,145,6
1320,0,4,142,6
1340,0,4,141,6
1360,0,4,143,7
1380,0,4,142,5
1400,0,4,149,5
1420,0,4,148,5
1440,0,4,151,5
1460,0,4,150,5
1480,0,4,155,6
1500,0,4,152,6
1520,0,4,151,6
1540,0,4,148,6
1560,0,4,147,6
1580,0,4,143,6
1600,0,4,147,6
1620,0,4,146,7
1640,0,3,142,6
1660,0,3,141,6
1680,0,3,135,6
1700,0,3,134,6
1720,0,3,135,6
1740,0,3,135,8
1760,0,3,131,8
1780,0,3,134,8
1800,0,3,129,8
1820,0,3,117,9
1840,0,2,112,9
1860,0,0,109,8
1880,0,0,108,7
1900,0,0,108,7
1920,0,0,105,6
1940,0,0,106,5
1960,0,0,101,5
1980,0,0,114,6
2000,0,0,119,6
2020,0,0,120,6
2040,0,0,126,6
2060,0,0,130,6
2080,0,0,134,7
2100,0,0,140,8
2120,0,0,145,8
2140,0,0,152,8
2160,0,0,146,8
2180,0,0,151,8
2200,0,0,166,8
2220,0,0,169,8
2240,0,0,162,7
2260,0,0,164,7
2280,0,0,167,7
2300,1,0,172,7
2320,3,0,183,7
2340,5,0,179,7
2360,5,0,184,6
2380,12,0,187,6
2400,15,0,194,5
2420,8,0,205,5
2440,4,0,210,5
2460,2,0,211,4
2480,2,0,220,4
2500,2,0,218,4
2520,5,0,208,4
2540,11,1,206,5
2560,21,1,202,5
2580,30,1,200,4
2600,42,1,177,4
2620,42,2,167,4
2640,48,4,150,4
2660,46,8,138,3
2680,32,10,130,3
2700,28,10,125,3
2720,16,9,118,3
2740,12,9,114,3
2760,10,9,113,3
2780,4,9,115,3
2800,2,9,112,3
2820,1,8,118,2
2840,1,8,119,2
2860,1,8,123,2
2880,1,8,118,2
2900,3,7,112,2
2920,5,7,114,1
2940,5,7,111,1
2960,5,7,114,2
2980,4,7,120,2
3000,2,7,122,2
3020,1,6,121,2
3040,1,6,121,2
3060,1,4,125,2
3080,1,4,130,2
3100,0,4,137,2
3120,0,4,142,2
3140,0,2,150,2
3160,0,2,150,3
3180,0,1,150,3
3200,0,0,145,3
3220,0,0,139,3
3240,0,0,141,3
3260,0,0,133,3
3280,0,0,131,3
3300,0,0,132,3
3320,0,0,135,3
3340,0,0,141,3
3360,0,0,146,3
3380,0,0,149,2
3400,0,0,144,2
3420,0,0,138,3
3440,0,0,140,3
3460,1,0,147,3
3480,0,0,147,3
3500,0,0,144,3
3520,0,0,146,3
3540,0,0,150,3
3560,0,0,157,3
3580,1,0,157,3
3600,1,0,162,3
3620,0,0,158,3
3640,0,0,160,3
3660,0,0,158,3
3680,0,0,162,3
3700,0,0,168,3
3720,1,0,172,3
3740,0,0,171,3
3760,0,0,175,3
3780,0,0,175,3
3800,0,0,177,2
3820,0,0,173,2
3840,0,0,178,2
3860,0,0,178,2
3880,1,0,176,2
3900,0,0,171,3
3920,0,0,173,4
3940,2,0,168,4
3960,4,0,165,4
3980,8,0,155,4
4000,7,0,164,3
4020,7,0,164,3
4040,8,0,159,3
4060,4,0,164,3
4080,2,0,174,3
4100,2,0,181,3
4120,1,0,184,3
4140,2,0,186,3
4160,0,0,184,3
4180,0,0,190,3
4200,0,0,194,3
4220,0,0,202,3
4240,0,0,208,3
4260,0,0,211,2
4280,3,0,208,2
4300,5,0,205,1
4320,11,0,209,1
4340,12,0,207,1
4360,15,0,206,1
4380,13,0,204,1
4400,6,0,203,1
4420,2,0,205,1
4440,1,0,198,1
4460,1,0,201,1
4480,0,0,210,1
4500,0,0,215,1
4520,0,0,218,1
4540,0,0,214,1
4560,0,0,218,2
4580,0,0,217,2
4600,0,0,218,2
4620,1,0,214,1
4640,0,0,217,1
4660,1,0,226,1
4680,0,0,223,1
4700,0,0,230,0
4720,0,0,229,0
4740,0,0,226,0
4760,0,0,216,1
4780,1,0,221,1
4800,0,0,229,1
4820,1,0,231,1
4840,0,0,221,1
4860,2,0,229,1
4880,1,0,235,1
4900,6,0,234,1
4920,6,0,227,2
4940,9,0,213,2
4960,10,0,214,2
4980,9,0,205,2
5000,13,0,189,2
5020,12,0,182,2
5040,6,0,180,2
5060,2,0,173,2
5080,1,0,170,2
5100,1,0,163,2
5120,1,0,164,2
5140,1,0,164,2
5160,0,0,163,2
5180,1,0,159,2
5200,0,0,159,3
5220,0,0,163,3
5240,0,0,158,3
5260,1,0,162,2
5280,2,0,159,2
5300,0,0,156,2
5320,0,0,155,2
5340,0,0,153,2
5360,0,0,156,2
5380,0,0,156,3
5400,0,0,166,3
5420,0,0,166,3
5440,0,0,169,4
5460,1,0,178,4
5480,0,0,188,4
5500,0,0,188,3
5520,0,0,196,3
5540,0,0,195,3
5560,1,0,198,3
5580,0,0,200,3
5600,0,0,210,2
5620,0,0,214,3
5640,0,0,214,2
5660,0,0,213,2
5680,0,0,214,2
5700,0,0,212,3
5720,0,0,224,3
5740,3,0,226,3
5760,2,0,229,3
5780,2,0,236,3
5800,0,0,245,3
5820,0,0,247,3
5840,0,0,245,3
5860,1,0,241,3
5880,7,0,243,3
5900,4,0,242,3
5920,1,0,245,3
5940,4,0,246,3
5960,2,0,250,3
5980,2,0,250,3
6000,4,0,252,3
6020,7,0,242,4
6040,6,0,244,4
6060,5,0,238,4
6080,2,0,246,5
6100,1,0,243,5
6120,1,0,248,5
6140,1,0,247,5
6160,1,0,241,5
6180,1,0,233,5
6200,1,0,225,5
6220,1,0,220,4
6240,0,0,219,5
6260,0,0,218,5
