0,10
20,240
40,350
60,370
80,430
100,540
120,610
140,860
160,1190
180,1750
200,2150
220,2410
240,2610
260,2750
280,2910
300,2960
320,3080
340,3420
360,3550
380,3880
400,3930
420,4300
440,5205
460,5935
480,6555
500,7165
520,7740
540,8445
560,8890
580,9635
600,9860
620,9955
640,10160
660,10645
680,11380
