0,0
20,110
40,240
60,260
80,310
100,600
120,880
140,910
160,1070
180,1300
200,1560
220,2010
240,2350
260,2390
280,2780
300,3000
320,3220
340,3470
360,3710
380,3960
400,4020
420,4110
440,4130
460,4380
480,4580
500,4690
520,4890
540,5060
560,5090
580,5210
600,5440
620,5620
640,5850
660,6260
680,6680
