0,10
20,230
40,740
60,1060
80,1300
100,1620
120,1800
140,2130
160,2170
180,2190
200,2340
220,2340
240,2400
260,2470
280,2700
300,2850
320,3030
340,3430
360,3680
380,4080
400,4150
420,4330
440,4550
460,5140
480,5290
500,5820
520,6240
540,6610
560,6750
580,6750
600,6950
620,7100
640,7210
660,7385
680,7430
